goodreads_book_id,tag_id,count
275,240,150
275,236,88
275,923,50
275,251,46
275,3216,42
275,248,27
275,4949,25
275,473,25
275,261,24
275,1642,20
275,4605,20
275,1659,19
275,254,19
275,272,18
275,4461,14
275,247,12
291,2828,30
291,2829,8
291,2835,7
291,2838,5
291,2833,4
291,809,3
291,2277,2
291,923,2
291,3216,2
295,1691,1887
295,240,279
295,509,241
295,236,186
295,3389,175
295,3392,155
295,1542,129
295,3371,110
295,4949,109
295,251,108
295,3358,83
295,3379,68
295,254,62
295,4021,56
295,248,54
295,3377,52
295,1540,52
295,1711,48
304,509,112
304,240,86
304,236,43
304,251,37
304,261,24
304,248,19
304,272,17
304,371,13
304,254,12
304,3392,10
304,1642,10
304,1659,10
304,522,10
304,384,10
304,3389,9
304,521,9
304,1416,7
304,518,7
304,3371,6
304,506,6
304,512,6
320,4949,417
320,240,380
320,1416,376
320,923,218
320,236,217
320,1659,188
320,2104,187
320,1642,176
320,251,135
320,3389,102
320,450,80
320,3392,79
320,254,76
343,240,318
343,236,196
343,4949,196
343,1642,147
343,923,125
343,1659,92
343,251,87
343,2104,55
343,1128,55
343,4021,52
343,1416,51
343,3389,48
343,254,44
343,248,43
343,473,41
348,3389,19
348,1691,18
348,3392,16
348,3371,14
348,2277,8
348,4949,8
348,3379,6
348,2104,5
348,442,4
350,3389,132
350,240,125
350,1416,113
350,236,105
350,2277,79
350,4949,75
350,3392,72
350,1642,70
350,3371,67
350,2056,66
350,251,63
350,923,43
350,3358,43
350,450,38
350,2104,36
350,261,33
350,1659,32
350,248,32
350,3379,29
350,254,29
350,2313,28
350,3377,28
353,1416,16
353,3389,15
353,3392,11
353,1691,10
353,3358,9
353,2277,8
353,3371,7
353,3379,7
353,2104,5
355,1691,18
355,2277,9
355,3389,8
355,2175,8
355,3392,7
355,3371,7
355,1416,3
355,473,3
357,236,68
357,3389,65
357,3392,54
357,251,49
357,261,45
357,3371,35
357,3358,33
357,1642,25
357,923,25
357,1691,22
357,240,21
357,248,20
357,1581,19
357,254,17
357,1659,15
357,272,15
357,1582,14
357,3379,12
357,473,12
359,3392,33
359,3389,32
359,4605,30
359,1581,15
359,3371,13
359,3358,13
359,3379,12
359,2690,11
359,1691,10
359,1582,10
359,1642,9
359,2687,8
359,1659,7
360,1691,105
360,3389,94
360,3392,88
360,2056,57
360,1642,50
360,3371,45
360,923,39
360,1659,32
360,1581,28
360,487,22
360,3379,21
360,3358,18
360,1582,18
365,240,144
365,236,95
365,3389,63
365,251,63
365,3392,61
365,4949,42
365,923,38
365,1642,36
365,248,33
365,1691,32
365,3371,32
365,261,32
365,1659,29
365,254,28
365,1416,23
365,473,21
365,1581,21
365,272,20
365,1582,20
378,1691,315
378,2104,134
378,4949,107
378,206,49
378,3371,46
378,2277,41
386,4605,31
386,4949,28
386,4615,22
386,1195,16
386,1416,10
386,4594,10
386,919,10
386,3611,9
386,1599,8
386,1194,8
386,4568,7
386,1196,7
386,1642,5
386,611,4
386,4561,4
386,4600,4
386,4985,4
386,4607,4
386,3616,3
386,4596,3
386,4611,3
386,1960,3
386,1193,3
386,1192,3
400,240,61
400,236,55
400,2277,53
400,261,46
400,251,34
400,2313,23
400,272,18
400,2335,16
400,923,14
400,248,13
400,2294,12
400,473,12
400,2271,11
400,1416,10
400,2312,9
400,4949,8
400,3371,6
400,2305,6
400,3261,6
400,3389,5
400,254,5
400,275,5
400,4605,5
415,2277,123
415,1416,109
415,240,107
415,236,75
415,923,66
415,2313,65
415,2312,40
415,251,37
415,461,31
415,261,28
415,248,25
415,272,19
415,2104,18
415,4949,18
415,254,16
415,2098,15
415,2271,14
415,2294,14
424,2277,52
424,450,47
424,4949,43
424,923,31
424,4605,28
424,2313,24
424,2271,21
424,2335,19
424,4615,18
424,1195,18
424,3389,17
424,3392,15
424,3371,14
424,1416,13
424,2312,12
424,3611,12
424,1014,11
424,1642,10
424,3358,10
424,919,10
428,240,57
428,1659,35
428,236,33
428,923,30
428,2312,25
428,261,24
428,2313,23
428,251,21
428,461,19
428,1642,18
428,2098,17
428,248,16
428,272,16
428,450,16
428,210,14
428,1029,14
428,2335,13
428,1416,11
428,254,10
428,2294,8
428,783,8
428,1028,6
431,240,180
431,2277,163
431,236,100
431,2313,90
431,251,55
431,923,46
431,1416,40
431,248,38
431,2271,32
431,2312,32
431,261,31
431,2335,27
431,4949,27
431,3456,26
431,254,23
431,473,21
431,2294,20
431,1659,19
431,272,18
431,1642,13
432,2277,37
432,2313,26
432,923,25
432,473,13
432,236,11
432,1642,10
432,240,10
432,2312,9
432,3456,8
432,2294,6
432,251,5
432,2104,4
432,1659,4
432,895,4
446,2277,55
446,2313,35
446,4949,19
446,3456,18
446,617,15
446,3392,11
446,2271,11
446,941,11
446,2312,10
446,3389,9
446,1659,8
446,1416,7
446,2335,6
446,3371,5
446,2294,5
446,603,5
446,1642,4
446,3358,4
446,943,4
447,240,91
447,236,55
447,2277,52
447,251,30
447,923,25
447,248,25
447,261,24
447,3456,17
447,272,17
447,2312,13
447,254,12
447,2271,10
447,2294,7
447,275,7
447,1659,6
447,4949,6
447,473,6
447,400,5
447,2104,4
447,237,4
447,250,4
447,247,4
447,483,4
447,2281,4
447,268,4
447,3358,3
447,241,3
447,134,3
447,1010,3
447,4307,3
449,240,95
449,236,64
449,251,43
449,2580,34
449,2277,33
449,261,27
449,248,26
449,272,18
449,2313,14
449,923,14
449,3456,13
449,254,13
449,3358,10
449,4949,10
449,3371,9
449,2312,8
449,1659,7
449,250,6
449,252,6
449,3389,5
449,3377,5
449,400,5
449,237,5
449,487,5
449,503,5
449,2550,5
449,247,5
449,2271,4
449,2335,4
449,275,4
449,1416,4
449,4461,4
449,1691,3
449,2294,3
449,4243,3
449,241,3
449,267,3
449,597,3
449,930,3
449,3457,3
456,2277,42
456,2313,21
456,923,16
456,3456,15
456,487,8
456,2271,6
456,2294,6
456,2335,6
456,2312,5
456,1659,4
456,4949,4
456,2104,3
456,240,3
456,617,3
456,1291,3
456,932,3
456,3358,2
456,134,2
475,2705,134
475,3389,44
475,3371,30
475,2858,26
475,4631,23
475,1511,20
475,4949,17
475,2703,14
475,3358,12
475,1416,10
597,4605,37
597,4615,16
597,615,12
597,1642,12
597,617,10
597,3371,8
597,3389,7
597,3392,7
597,2104,6
597,603,6
597,2277,5
597,3379,5
597,3611,5
597,1416,4
597,3596,4
597,4617,4
597,4568,3
597,1668,3
599,1642,38
599,4949,38
599,1416,36
599,3389,18
599,617,18
599,2277,17
599,4605,16
599,3392,14
599,3371,12
599,615,10
599,603,10
599,2271,9
621,3392,7
621,3371,5
621,3389,4
621,3377,3
621,617,3
621,1714,3
621,956,3
621,4949,2
621,895,2
629,1416,230
629,4605,115
629,2277,90
629,4949,90
629,3389,66
629,2313,48
629,1691,45
629,923,44
629,3392,40
629,1642,38
629,3371,36
629,3358,33
629,3611,33
629,4615,32
629,2104,29
629,461,26
647,1559,30
647,1416,19
647,1713,16
647,1511,10
647,487,10
647,3389,9
647,2709,9
647,923,8
656,509,288
656,240,243
656,236,154
656,1416,115
656,251,98
656,3392,86
656,1642,79
656,3389,77
656,4949,74
656,4021,65
656,1659,61
656,3371,59
656,3358,58
656,371,49
656,4037,49
656,254,48
656,2104,45
662,1416,251
662,3704,180
662,3389,132
662,3371,110
662,2277,105
662,3392,102
662,3358,98
662,4949,98
662,2104,95
662,1642,93
662,1659,80
662,923,73
662,2313,70
662,3379,50
662,3377,37
662,2312,35
665,3704,35
665,41,11
665,45,11
665,434,10
665,3247,10
665,3703,9
665,433,7
665,3392,6
665,3246,6
665,2277,5
665,1416,5
665,450,5
665,3371,4
665,923,4
665,3308,4
665,0,3
667,3704,113
667,1642,77
667,1659,57
667,2277,54
667,4949,49
667,923,47
667,3389,45
667,676,38
667,3371,36
667,3392,35
667,2104,34
667,2313,29
667,3379,25
667,2312,23
668,3704,59
668,2277,21
668,923,18
668,3703,14
668,3358,12
668,1642,11
668,1659,11
668,4949,11
668,420,10
668,2313,8
668,2104,7
668,3389,6
668,3371,5
668,3611,5
676,2277,13
676,2313,10
676,1642,7
676,4949,5
676,2104,4
676,2312,4
676,4550,4
676,2690,3
676,920,3
676,941,2
676,2687,2
676,1076,2
676,1237,2
676,4548,2
698,4949,161
698,1629,66
698,2666,44
698,1659,34
698,3389,28
698,1642,26
698,3371,24
698,2277,22
698,4985,22
698,617,18
698,3392,16
698,3377,16
698,3379,15
698,1416,14
698,4959,14
698,3850,12
698,3216,11
698,3218,8
698,2078,8
698,2313,6
698,1645,6
698,4968,6
698,3219,6
698,4970,5
703,2173,203
703,240,159
703,236,98
703,4949,93
703,2277,86
703,251,72
703,2186,66
703,248,41
703,2313,40
703,261,35
703,3389,34
703,254,33
703,2271,29
703,3392,28
703,1416,26
703,2312,24
703,603,24
703,2166,23
703,1642,21
703,3371,20
703,941,19
703,1659,18
703,272,17
703,617,17
703,615,16
703,2335,16
703,267,14
703,923,13
703,4985,13
703,2734,13
703,3379,12
703,275,12
706,3389,73
706,3392,65
706,2305,45
706,3371,43
706,1642,35
706,2271,31
706,2277,29
706,3379,19
706,611,17
706,3377,15
706,615,14
706,3358,13
706,2104,10
706,941,10
706,2335,9
706,1078,9
706,603,8
706,1416,8
706,1669,8
706,4605,7
760,1659,26
760,617,25
760,1642,22
760,4949,19
760,941,17
760,3392,12
760,615,11
760,1847,10
771,3288,117
771,1416,28
771,3291,23
771,3392,20
771,3389,16
816,1416,118
816,240,104
816,3389,97
816,1691,81
816,236,73
816,3358,55
816,251,54
816,3392,48
816,2173,38
816,3371,36
816,261,32
816,2104,28
816,2277,28
816,923,26
816,248,25
816,487,24
822,1691,43
822,2173,30
822,1540,21
822,2277,16
822,345,16
822,3939,15
822,3389,14
822,1416,12
822,3392,11
822,2104,10
822,3358,9
822,617,9
822,362,9
822,2166,8
822,3371,7
822,3938,7
823,1416,113
823,2173,56
823,1691,48
823,3389,43
823,3392,39
823,3358,34
823,3371,26
823,2277,23
823,2166,17
823,3939,17
823,2104,16
823,1540,14
823,2450,12
823,1710,12
823,362,11
823,1952,11
823,2186,10
825,1691,11
825,3392,11
825,3389,10
825,3358,9
825,1540,9
825,1416,8
825,1542,6
825,3371,5
825,4949,5
825,2277,4
825,923,4
825,3377,4
825,1659,4
825,1559,4
825,473,4
827,3389,78
827,4949,55
827,3358,52
827,3392,50
827,1416,49
827,2277,28
827,3371,27
827,487,25
827,1691,23
827,1642,20
827,2104,16
827,923,15
830,3389,183
830,3392,136
830,1416,128
830,4949,96
830,3371,92
830,3358,89
830,1691,68
830,2277,63
830,2104,50
830,487,42
830,1642,39
830,923,39
830,3377,32
830,1659,28
830,3379,27
840,2938,63
840,3001,38
840,1416,17
840,2955,17
840,1511,14
840,3389,12
840,2867,11
840,2869,10
840,3371,9
840,3358,8
865,4949,1232
865,1691,670
865,1642,384
865,1659,358
865,3389,308
865,3392,246
865,2104,179
865,1416,165
865,3371,146
865,923,139
865,1746,124
865,4959,117
865,4985,100
870,1691,81
870,1540,69
870,2593,63
870,1953,24
870,1542,22
870,1128,18
870,1078,17
870,2104,13
870,2595,12
880,2445,83
880,3389,43
880,3371,33
880,1691,28
880,4949,24
880,3358,18
880,2435,18
880,2424,17
880,3392,16
880,2448,16
880,611,13
880,2815,13
880,3379,11
880,615,10
880,1659,10
880,2732,10
880,1642,9
880,3377,8
880,941,7
890,2277,679
890,2313,677
890,240,482
890,1642,481
890,1659,366
890,923,340
890,2312,310
890,236,260
890,3885,221
890,251,193
890,4949,162
890,2287,149
890,420,146
890,2104,126
890,3389,118
890,3392,118
890,2271,114
890,2335,99
890,1078,99
890,254,99
900,4605,66
900,3611,18
900,3389,14
900,3392,12
900,1642,10
900,1416,10
900,4615,9
900,4594,9
900,3358,8
900,2277,7
900,3868,7
900,4561,6
900,3371,5
900,4949,5
902,4949,124
902,2104,98
902,3389,55
902,1691,48
902,3371,46
902,3676,45
902,3392,38
902,3677,36
902,1173,33
903,1691,51
903,1173,21
903,3677,17
903,2427,14
903,3371,11
903,4949,11
903,3676,10
903,3885,10
903,450,10
903,2104,9
903,923,9
930,4949,693
930,1642,667
930,1659,524
930,3216,490
930,240,398
930,3218,276
930,2104,274
930,236,221
930,4605,206
930,3389,167
930,251,159
930,923,153
930,2277,118
930,3392,117
930,1128,115
930,3371,96
930,2313,87
930,254,86
930,1078,81
930,1416,81
930,617,78
930,3232,76
930,4959,75
952,3389,11
952,3371,11
952,3392,8
952,1642,8
952,3379,7
952,3377,6
952,1668,6
952,3358,4
952,1416,4
952,1669,4
952,4433,4
952,895,4
952,831,3
952,830,3
960,1691,973
960,1642,661
960,1659,486
960,1540,307
960,1542,232
960,3389,153
960,3392,146
960,2277,134
960,2313,109
960,2104,108
960,4949,108
960,3371,95
960,615,93
960,617,85
960,1128,84
960,1416,83
960,2938,80
968,1691,1244
968,1642,923
968,1659,725
968,4949,337
968,1540,333
968,1542,258
968,2938,242
968,2277,239
968,3389,196
968,611,167
968,617,155
968,3392,145
968,2313,139
968,615,132
968,2104,131
968,941,119
968,3371,117
968,1128,102
968,1416,102
976,1691,384
976,1540,192
976,1642,149
976,1659,128
976,1542,119
976,3389,62
976,2277,62
976,3392,61
976,3371,48
976,2876,44
976,615,42
976,1554,40
976,2313,38
976,617,34
976,3379,31
976,4949,27
998,3389,48
998,3371,29
998,3392,20
998,1416,11
998,3379,9
998,3358,8
998,3377,8
998,1668,7
998,805,6
1005,3389,53
1005,3392,40
1005,3358,33
1005,134,23
1005,1416,20
1005,4670,17
1005,3379,13
1032,4605,89
1032,3611,18
1032,4594,13
1032,3392,8
1032,4615,8
1032,4611,6
1032,4561,4
1032,4587,4
1032,3389,3
1032,923,3
1032,3608,3
1032,4670,3
1032,473,3
1032,11,3
1032,3379,2
1032,4634,2
1032,134,2
1032,894,2
1052,3389,22
1052,3392,18
1052,3358,14
1052,4949,12
1052,3371,11
1052,3379,11
1052,1416,10
1052,4670,9
1052,894,7
1052,831,6
1052,134,6
1067,2305,565
1067,2323,223
1067,3389,125
1067,4605,104
1067,4949,103
1067,3392,102
1067,3371,95
1067,2277,77
1067,3358,64
1067,2271,54
1067,3377,51
1067,3379,38
1067,1416,35
1067,1642,34
1067,392,33
1067,360,23
1067,4594,21
1067,359,19
1067,358,19
1067,1669,17
1067,617,17
1067,4985,16
1078,4949,421
1078,3216,252
1078,1659,123
1078,3389,112
1078,3371,102
1078,1642,97
1078,3392,88
1078,3218,85
1078,2313,73
1078,923,70
1078,2277,65
1078,4985,55
1078,2104,54
1078,3358,42
1078,3379,41
1078,4959,40
1078,3377,39
1078,3677,35
1078,1416,33
1078,2312,30
1078,420,27
1078,3231,26
1078,3232,24
1078,206,24
1097,1642,73
1097,4949,64
1097,3389,33
1097,2271,33
1097,1416,32
1097,2277,30
1097,1668,30
1097,1669,28
1097,3392,24
1097,603,22
1103,4949,1526
1103,3216,345
1103,1642,231
1103,1659,223
1103,3218,198
1103,4959,175
1103,4985,127
1103,3371,100
1103,4968,99
1103,3389,96
1103,3392,83
1103,3232,74
1103,3231,55
1103,2104,50
1103,509,50
1103,3228,42
1103,3379,41
1103,1416,41
1103,2928,34
1103,4965,33
1103,3225,32
1103,4958,31
1103,4967,31
1103,4971,29
1103,1128,28
1103,3377,28
1110,3389,48
1110,615,45
1110,1659,33
1110,3371,31
1110,3379,29
1110,1642,26
1110,3392,25
1110,617,22
1110,3338,17
1110,2338,16
1110,1691,14
1110,1540,14
1110,2277,13
1110,3377,11
1110,3358,10
1171,4605,85
1171,1416,22
1171,3611,16
1171,2277,13
1171,4615,12
1171,473,9
1171,3392,8
1171,4949,8
1171,4594,8
1171,4670,8
1171,4898,8
1171,3371,7
1171,923,7
1171,4587,7
1171,3877,7
1171,3389,6
1171,3358,6
1191,3823,2
1191,1642,1
1191,893,1
1191,1010,1
1191,4915,1
1191,4482,1
1191,4327,1
1192,3823,4
1192,615,2
1192,941,2
1202,3389,288
1202,4949,228
1202,3392,218
1202,3371,184
1202,4200,125
1202,1642,117
1202,1416,67
1202,3377,66
1202,617,65
1202,2277,60
1202,3358,58
1202,3379,58
1202,4199,56
1202,1511,45
1202,941,43
1202,1669,42
1202,1668,38
1232,4949,1323
1232,1642,315
1232,1659,214
1232,1416,196
1232,3389,195
1232,3911,179
1232,2104,172
1232,3371,155
1232,3392,131
1232,1128,121
1232,4959,112
1232,1691,104
1232,4985,94
1232,4968,78
1232,941,71
1241,4605,282
1241,4949,256
1241,1599,87
1241,3611,76
1241,1416,67
1241,4594,67
1241,1659,59
1241,617,52
1241,4959,33
1241,615,32
1241,4968,25
1241,4600,24
1241,1960,22
1241,3389,20
1241,1642,20
1241,2104,19
1241,4568,19
1241,3616,18
1241,4587,18
1241,2277,16
1241,4985,16
1241,2158,16
1241,4615,15
1274,1416,32
1274,134,24
1274,3389,22
1274,3392,20
1274,3371,20
1274,1642,19
1274,4949,17
1274,2277,12
1274,2829,12
1274,2828,11
1274,3379,10
1295,1691,189
1295,1659,110
1295,2705,59
1295,2104,56
1295,4021,54
1295,4949,53
1295,3358,36
1295,3405,36
1295,2277,33
1295,4037,31
1295,923,29
1295,1128,23
1295,3389,20
1295,473,20
1295,3407,20
1295,3392,19
1301,3956,183
1301,4605,115
1301,3392,34
1301,3389,33
1301,206,28
1301,2410,24
1301,3371,21
1301,4949,20
1301,1416,18
1301,1642,16
1301,4549,15
1301,199,14
1301,3958,14
1301,3379,13
1301,1128,11
1301,2277,11
1301,2271,11
1301,609,11
1301,4594,11
1301,4201,11
1301,3377,10
1301,2242,10
1301,2224,9
1303,3389,34
1303,3358,32
1303,3392,30
1303,3371,22
1303,1416,21
1303,4605,14
1303,3379,12
1303,1099,11
1303,134,10
1305,2429,39
1305,2435,29
1305,2424,21
1305,2448,17
1305,1691,15
1305,3358,12
1305,3392,11
1305,1416,10
1305,2732,10
1305,2104,9
1305,3389,9
1305,1642,8
1305,1540,8
1305,1128,7
1305,1542,7
1305,3371,6
1305,1020,5
1305,2434,5
1305,201,4
1307,1691,10
1307,1642,10
1307,1659,4
1307,3389,3
1307,3377,3
1307,134,3
1307,485,3
1319,2938,291
1319,3389,26
1319,3371,23
1319,3358,21
1319,1416,21
1319,3001,17
1319,3392,15
1319,2104,14
1319,3169,13
1319,1477,13
1319,2190,12
1319,2954,12
1319,894,11
1362,2435,165
1362,2424,79
1362,2429,75
1362,2732,47
1362,2448,27
1362,2425,27
1362,2438,22
1362,2431,18
1362,2705,16
1362,1416,15
1362,3069,13
1362,2449,13
1362,1642,10
1371,1691,213
1371,2424,194
1371,2429,143
1371,2732,104
1371,1642,89
1371,2435,84
1371,2438,81
1371,1416,68
1371,3389,63
1371,2431,61
1371,2425,60
1371,1659,54
1371,3371,46
1371,3392,44
1375,1691,40
1375,2732,17
1375,2424,15
1375,3392,13
1375,2438,13
1375,2435,12
1375,2429,12
1375,3389,11
1375,3358,11
1375,1642,10
1375,2104,8
1375,3069,7
1375,219,7
1375,2425,7
1375,1659,6
1375,893,5
1381,1691,680
1381,2424,232
1381,1642,227
1381,2429,206
1381,1659,118
1381,2732,118
1381,1265,93
1381,3389,85
1381,3392,85
1381,2438,81
1381,2435,76
1381,3371,74
1381,2425,66
1381,2431,62
1381,2104,61
1420,1642,227
1420,362,185
1420,2104,159
1420,1659,92
1420,3271,92
1420,1078,87
1420,1128,85
1420,2759,83
1426,134,7
1426,1642,6
1426,1659,5
1427,1642,28
1427,4949,19
1427,1416,18
1427,1659,12
1427,617,10
1427,134,9
1427,1691,8
1428,1659,30
1428,1642,26
1428,4949,17
1428,134,15
1428,923,10
1428,1416,10
1428,1691,8
1430,1642,72
1430,1659,40
1430,4949,36
1430,1416,12
1430,617,12
1431,236,151
1431,251,97
1431,1642,66
1431,1659,63
1431,248,51
1431,4949,47
1431,254,42
1431,1416,42
1431,923,34
1431,261,22
1431,2104,20
1431,272,20
1431,3389,19
1519,2424,71
1519,2429,59
1519,2732,37
1519,2438,30
1519,2425,28
1519,2431,28
1519,1642,16
1519,2435,16
1519,2448,13
1519,2449,12
1519,1511,10
1519,2437,9
1519,2432,9
1524,2424,19
1524,2732,13
1524,2429,12
1524,2438,8
1524,2425,8
1524,2431,7
1524,1728,6
1524,1642,4
1524,1511,4
1524,3389,3
1524,2448,3
1524,2437,3
1540,2424,55
1540,2429,46
1540,2732,27
1540,1642,25
1540,2435,21
1540,2425,18
1540,2448,17
